Temperatura,Umidade,Analogico,Hora,Sopro
42.9,53.0,4095.0,10.976961851119995,SEM SOPRO
42.9,53.0,4095.0,11.056018829345703,SEM SOPRO
42.9,53.0,4095.0,11.136446475982666,SEM SOPRO
42.9,53.0,4095.0,11.216863870620728,SEM SOPRO
42.9,53.0,4095.0,11.297040224075317,SEM SOPRO
42.9,53.0,4095.0,11.37691593170166,SEM SOPRO
42.9,53.0,4095.0,11.456979513168335,SEM SOPRO
42.9,53.0,4095.0,11.5370614528656,SEM SOPRO
42.9,53.0,4095.0,11.617282390594482,SEM SOPRO
42.9,53.0,4095.0,11.696470975875854,SEM SOPRO
42.9,53.0,4095.0,11.777034044265747,SEM SOPRO
42.9,53.0,4095.0,11.8565354347229,SEM SOPRO
42.9,53.0,4095.0,11.936347723007202,SEM SOPRO
42.9,53.0,4095.0,12.01683783531189,SEM SOPRO
42.6,56.0,4095.0,12.121459245681763,SEM SOPRO
42.6,56.0,4095.0,12.201714992523193,SEM SOPRO
42.6,56.0,4095.0,12.282007694244385,SEM SOPRO
42.6,56.0,4095.0,12.36203384399414,SEM SOPRO
42.6,56.0,4095.0,12.441804647445679,SEM SOPRO
42.6,56.0,4095.0,12.521506071090698,SEM SOPRO
42.6,56.0,4095.0,12.60195517539978,SEM SOPRO
42.6,56.0,4095.0,12.681242942810059,SEM SOPRO
42.6,56.0,4095.0,12.761792421340942,SEM SOPRO
42.6,56.0,4095.0,12.841315031051636,SEM SOPRO
42.6,56.0,4095.0,12.92225980758667,SEM SOPRO
42.6,56.0,4095.0,13.00145149230957,SEM SOPRO
42.6,56.0,4095.0,13.081657886505127,SEM SOPRO
42.6,56.0,4095.0,13.161976337432861,SEM SOPRO
42.6,56.0,4095.0,13.241387128829956,SEM SOPRO
42.6,56.0,4095.0,13.321931838989258,SEM SOPRO
42.6,56.0,4095.0,13.402095794677734,SEM SOPRO
42.6,56.0,4095.0,13.481884717941284,SEM SOPRO
42.6,56.0,4095.0,13.562124967575073,SEM SOPRO
42.6,56.0,4095.0,13.642322063446045,SEM SOPRO
42.6,56.0,4095.0,13.72186017036438,SEM SOPRO
42.6,56.0,4095.0,13.801417589187622,SEM SOPRO
42.6,56.0,4095.0,13.881971836090088,SEM SOPRO
42.6,56.0,4095.0,13.962027788162231,SEM SOPRO
42.6,56.0,4095.0,14.041633367538452,SEM SOPRO
42.8,59.0,4095.0,14.146785259246826,SEM SOPRO
42.8,59.0,4095.0,14.226529359817505,SEM SOPRO
42.8,59.0,4095.0,14.306306838989258,SEM SOPRO
42.8,59.0,4095.0,14.386955976486206,SEM SOPRO
42.8,59.0,4095.0,14.466857671737671,SEM SOPRO
42.8,59.0,4095.0,14.546791076660156,SEM SOPRO
42.8,59.0,4095.0,14.626872062683105,SEM SOPRO
42.8,59.0,4095.0,14.706933498382568,SEM SOPRO
42.8,59.0,4095.0,14.786251306533813,SEM SOPRO
42.8,59.0,4095.0,14.86669111251831,SEM SOPRO
42.8,59.0,4095.0,14.946956872940063,SEM SOPRO
